Sector,Industry,LastSale
Technology,Semiconductors,27.35
Technology,Semiconductors,30.94
Technology,Semiconductors,34.15
Technology,Semiconductors,35.08
Technology,Semiconductors,35.79
Technology,Semiconductors,36.11
Technology,Semiconductors,37.24
Technology,Semiconductors,37.98
Technology,Semiconductors,38.97
Technology,Semiconductors,40.4
Technology,Semiconductors,43.58
Technology,Semiconductors,46.97
Technology,Semiconductors,47.03
Technology,Semiconductors,47.17
Technology,Semiconductors,51.32
Technology,Semiconductors,52.24
Technology,Semiconductors,53.41
Technology,Semiconductors,58.35
Technology,Semiconductors,69.28
Technology,Semiconductors,72.68
Technology,Semiconductors,72.69
Technology,Semiconductors,74.29
Technology,Semiconductors,77.9
Technology,Semiconductors,83.21
Technology,Semiconductors,85.85
Technology,Semiconductors,87.15
Technology,Semiconductors,87.55
Technology,Semiconductors,98.57
Technology,Semiconductors,100.07
Technology,Semiconductors,103.28
Technology,Semiconductors,119.46
Technology,Semiconductors,132.76
Technology,Semiconductors,244.23
Technology,Semiconductors,269.86
Technology,Retail: Computer Software & Peripheral Equipment,13.18
Technology,Retail: Computer Software & Peripheral Equipment,15.12
Technology,Retail: Computer Software & Peripheral Equipment,37.63
Technology,Retail: Computer Software & Peripheral Equipment,71.41
Technology,Retail: Computer Software & Peripheral Equipment,87.42
Technology,Radio And Television Broadcasting And Communications Equipment,0.959
Technology,Radio And Television Broadcasting And Communications Equipment,1.575
Technology,Radio And Television Broadcasting And Communications Equipment,1.76
Technology,Radio And Television Broadcasting And Communications Equipment,1.84
Technology,Radio And Television Broadcasting And Communications Equipment,2.97
Technology,Radio And Television Broadcasting And Communications Equipment,3.21
Technology,Radio And Television Broadcasting And Communications Equipment,4.48
Technology,Radio And Television Broadcasting And Communications Equipment,4.78
Technology,Radio And Television Broadcasting And Communications Equipment,5.765
Technology,Radio And Television Broadcasting And Communications Equipment,6.58
Technology,Radio And Television Broadcasting And Communications Equipment,8.64
Technology,Radio And Television Broadcasting And Communications Equipment,8.82
Technology,Radio And Television Broadcasting And Communications Equipment,9.37
Technology,Radio And Television Broadcasting And Communications Equipment,11.02
Technology,Radio And Television Broadcasting And Communications Equipment,12.51
Technology,Radio And Television Broadcasting And Communications Equipment,12.69
Technology,Radio And Television Broadcasting And Communications Equipment,13.23
Technology,Radio And Television Broadcasting And Communications Equipment,14.01
Technology,Radio And Television Broadcasting And Communications Equipment,16.51
Technology,Radio And Television Broadcasting And Communications Equipment,19.07
Technology,Radio And Television Broadcasting And Communications Equipment,20.46
Technology,Radio And Television Broadcasting And Communications Equipment,24.84
Technology,Radio And Television Broadcasting And Communications Equipment,27.88
Technology,Radio And Television Broadcasting And Communications Equipment,33.56
Technology,Radio And Television Broadcasting And Communications Equipment,44.68
Technology,Radio And Television Broadcasting And Communications Equipment,47.57
Technology,Radio And Television Broadcasting And Communications Equipment,62.99
Technology,Radio And Television Broadcasting And Communications Equipment,71.21
Technology,Radio And Television Broadcasting And Communications Equipment,91.87
Technology,Professional Services,1.5773
Technology,Professional Services,1.92
Technology,Professional Services,3.94
Technology,Professional Services,5.46
Technology,Professional Services,5.68
Technology,Professional Services,8.69
Technology,Professional Services,23
Technology,Professional Services,23.05
Technology,Professional Services,25.66
Technology,Professional Services,35.58
Technology,Professional Services,64.77
Technology,Industrial Machinery/Components,0.325
Technology,Industrial Machinery/Components,3
Technology,Industrial Machinery/Components,4.69
Technology,Industrial Machinery/Components,5
Technology,Industrial Machinery/Components,6.2
Technology,Industrial Machinery/Components,7
Technology,Industrial Machinery/Components,8.2501
Technology,Industrial Machinery/Components,8.27
Technology,Industrial Machinery/Components,9.36
Technology,Industrial Machinery/Components,10.16
Technology,Industrial Machinery/Components,10.35
Technology,Industrial Machinery/Components,18.32
Technology,Industrial Machinery/Components,22.75
Technology,Industrial Machinery/Components,33
Technology,Industrial Machinery/Components,91.62
Technology,Industrial Machinery/Components,123.24
Technology,Industrial Machinery/Components,147.9
Technology,Industrial Machinery/Components,162.23
Technology,Industrial Machinery/Components,183.79
Technology,Electronic Components,7.4
Technology,Electronic Components,46.81
Technology,Electronic Components,56.15
Technology,Electronic Components,82.32
Technology,Electrical Products,1.92
Technology,Electrical Products,2.78
Technology,Electrical Products,3.6
Technology,Electrical Products,5.681
Technology,Electrical Products,12.42
Technology,Electrical Products,14.66
Technology,Electrical Products,19.92
Technology,Electrical Products,25.61
Technology,Electrical Products,55.44
Technology,EDP Services,0.1202
Technology,EDP Services,0.3609
Technology,EDP Services,0.3736
Technology,EDP Services,1.0865
Technology,EDP Services,1.17
Technology,EDP Services,1.2
Technology,EDP Services,1.42
Technology,EDP Services,1.4399
Technology,EDP Services,1.81
Technology,EDP Services,1.885
Technology,EDP Services,2.25
Technology,EDP Services,2.305
Technology,EDP Services,2.48
Technology,EDP Services,2.6101
Technology,EDP Services,2.76
Technology,EDP Services,3.05
Technology,EDP Services,3.28
Technology,EDP Services,4.02
Technology,EDP Services,4.5
Technology,EDP Services,4.64
Technology,EDP Services,5.31
Technology,EDP Services,5.35
Technology,EDP Services,5.46
Technology,EDP Services,6.3501
Technology,EDP Services,6.5
Technology,EDP Services,6.51
Technology,EDP Services,7.1
Technology,EDP Services,7.2
Technology,EDP Services,8.07
Technology,EDP Services,8.58
Technology,EDP Services,8.91
Technology,EDP Services,9.14
Technology,EDP Services,9.17
Technology,EDP Services,9.36
Technology,EDP Services,10.19
Technology,EDP Services,10.5
Technology,EDP Services,10.5
Technology,EDP Services,11.27
Technology,EDP Services,12.13
Technology,EDP Services,13.35
Technology,EDP Services,13.39
Technology,EDP Services,13.73
Technology,EDP Services,14.4
Technology,EDP Services,14.67
Technology,EDP Services,15.5
Technology,EDP Services,17.08
Technology,EDP Services,19
Technology,EDP Services,19.17
Technology,EDP Services,19.8
Technology,EDP Services,20
Technology,EDP Services,20.29
Technology,EDP Services,22.42
Technology,EDP Services,23.28
Technology,EDP Services,25.88
Technology,EDP Services,26.87
Technology,EDP Services,26.98
Technology,EDP Services,30.07
Technology,EDP Services,32.2
Technology,EDP Services,35.2
Technology,EDP Services,36.22
Technology,EDP Services,37.04
Technology,EDP Services,38.52
Technology,EDP Services,40.82
Technology,EDP Services,40.97
Technology,EDP Services,41.25
Technology,EDP Services,41.83
Technology,EDP Services,47.42
Technology,EDP Services,49.42
Technology,EDP Services,53.2
Technology,EDP Services,55.02
Technology,EDP Services,59.26
Technology,EDP Services,64.48
Technology,EDP Services,64.58
Technology,EDP Services,65.04
Technology,EDP Services,72.28
Technology,EDP Services,73.4
Technology,EDP Services,75.21
Technology,EDP Services,81.06
Technology,EDP Services,99.67
Technology,EDP Services,107.84
Technology,EDP Services,119.46
Technology,EDP Services,139.97
Technology,EDP Services,150.99
Technology,EDP Services,154.13
Technology,EDP Services,158.66
Technology,Diversified Commercial Services,0.3
Technology,Diversified Commercial Services,0.8727
Technology,Diversified Commercial Services,2.61
Technology,Diversified Commercial Services,4
Technology,Diversified Commercial Services,4.0104
Technology,Diversified Commercial Services,14.28
Technology,Diversified Commercial Services,15.62
Technology,Diversified Commercial Services,23.6962
Technology,Diversified Commercial Services,25.79
Technology,Diversified Commercial Services,31.2
Technology,Diversified Commercial Services,51.89
Technology,Diversified Commercial Services,64.98
Technology,Diversified Commercial Services,102.8
Technology,Computer Software: Programming  Data Processing,0.85
Technology,Computer Software: Programming  Data Processing,1.46
Technology,Computer Software: Programming  Data Processing,1.6482
Technology,Computer Software: Programming  Data Processing,2.2
Technology,Computer Software: Programming  Data Processing,2.8101
Technology,Computer Software: Programming  Data Processing,2.85
Technology,Computer Software: Programming  Data Processing,2.9515
Technology,Computer Software: Programming  Data Processing,4.85
Technology,Computer Software: Programming  Data Processing,6.4
Technology,Computer Software: Programming  Data Processing,9.77
Technology,Computer Software: Programming  Data Processing,10.01
Technology,Computer Software: Programming  Data Processing,12.14
Technology,Computer Software: Programming  Data Processing,13.29
Technology,Computer Software: Programming  Data Processing,13.83
Technology,Computer Software: Programming  Data Processing,15.02
Technology,Computer Software: Programming  Data Processing,22.8
Technology,Computer Software: Programming  Data Processing,22.91
Technology,Computer Software: Programming  Data Processing,24.46
Technology,Computer Software: Programming  Data Processing,26.48
Technology,Computer Software: Programming  Data Processing,27.72
Technology,Computer Software: Programming  Data Processing,29.31
Technology,Computer Software: Programming  Data Processing,32.43
Technology,Computer Software: Programming  Data Processing,50.72
Technology,Computer Software: Programming  Data Processing,53.7
Technology,Computer Software: Programming  Data Processing,55.97
Technology,Computer Software: Programming  Data Processing,64.25
Technology,Computer Software: Programming  Data Processing,109.27
Technology,Computer Software: Programming  Data Processing,133.4
Technology,Computer Software: Programming  Data Processing,157.33
Technology,Computer Software: Programming  Data Processing,205.62
Technology,Computer Software: Programming  Data Processing,1157.35
Technology,Computer Software: Programming  Data Processing,1167.83
Technology,Computer Software: Prepackaged Software,0.5701
Technology,Computer Software: Prepackaged Software,0.995
Technology,Computer Software: Prepackaged Software,1.01
Technology,Computer Software: Prepackaged Software,1.24
Technology,Computer Software: Prepackaged Software,1.8871
Technology,Computer Software: Prepackaged Software,2
Technology,Computer Software: Prepackaged Software,2.56
Technology,Computer Software: Prepackaged Software,2.7
Technology,Computer Software: Prepackaged Software,2.711
Technology,Computer Software: Prepackaged Software,2.8694
Technology,Computer Software: Prepackaged Software,3.2
Technology,Computer Software: Prepackaged Software,3.27
Technology,Computer Software: Prepackaged Software,3.27
Technology,Computer Software: Prepackaged Software,3.63
Technology,Computer Software: Prepackaged Software,4
Technology,Computer Software: Prepackaged Software,5.11
Technology,Computer Software: Prepackaged Software,5.11
Technology,Computer Software: Prepackaged Software,6.04
Technology,Computer Software: Prepackaged Software,6.15
Technology,Computer Software: Prepackaged Software,6.17
Technology,Computer Software: Prepackaged Software,6.41
Technology,Computer Software: Prepackaged Software,6.8
Technology,Computer Software: Prepackaged Software,7.67
Technology,Computer Software: Prepackaged Software,7.8
Technology,Computer Software: Prepackaged Software,7.9232
Technology,Computer Software: Prepackaged Software,8.48
Technology,Computer Software: Prepackaged Software,8.6
Technology,Computer Software: Prepackaged Software,8.7499
Technology,Computer Software: Prepackaged Software,9.02
Technology,Computer Software: Prepackaged Software,9.25
Technology,Computer Software: Prepackaged Software,10.35
Technology,Computer Software: Prepackaged Software,10.87
Technology,Computer Software: Prepackaged Software,12.2
Technology,Computer Software: Prepackaged Software,12.47
Technology,Computer Software: Prepackaged Software,12.53
Technology,Computer Software: Prepackaged Software,13.15
Technology,Computer Software: Prepackaged Software,13.2
Technology,Computer Software: Prepackaged Software,13.33
Technology,Computer Software: Prepackaged Software,17.07
Technology,Computer Software: Prepackaged Software,17.39
Technology,Computer Software: Prepackaged Software,19.08
Technology,Computer Software: Prepackaged Software,19.32
Technology,Computer Software: Prepackaged Software,20.04
Technology,Computer Software: Prepackaged Software,23.28
Technology,Computer Software: Prepackaged Software,23.58
Technology,Computer Software: Prepackaged Software,24.07
Technology,Computer Software: Prepackaged Software,25.25
Technology,Computer Software: Prepackaged Software,26.82
Technology,Computer Software: Prepackaged Software,27.97
Technology,Computer Software: Prepackaged Software,28.46
Technology,Computer Software: Prepackaged Software,31.34
Technology,Computer Software: Prepackaged Software,34.09
Technology,Computer Software: Prepackaged Software,34.31
Technology,Computer Software: Prepackaged Software,35.59
Technology,Computer Software: Prepackaged Software,36.38
Technology,Computer Software: Prepackaged Software,36.56
Technology,Computer Software: Prepackaged Software,36.67
Technology,Computer Software: Prepackaged Software,38.53
Technology,Computer Software: Prepackaged Software,39.12
Technology,Computer Software: Prepackaged Software,40.45
Technology,Computer Software: Prepackaged Software,41.69
Technology,Computer Software: Prepackaged Software,42.58
Technology,Computer Software: Prepackaged Software,42.9
Technology,Computer Software: Prepackaged Software,43.88
Technology,Computer Software: Prepackaged Software,44.06
Technology,Computer Software: Prepackaged Software,45.27
Technology,Computer Software: Prepackaged Software,45.53
Technology,Computer Software: Prepackaged Software,45.96
Technology,Computer Software: Prepackaged Software,50.87
Technology,Computer Software: Prepackaged Software,51.59
Technology,Computer Software: Prepackaged Software,51.92
Technology,Computer Software: Prepackaged Software,53.02
Technology,Computer Software: Prepackaged Software,53.5
Technology,Computer Software: Prepackaged Software,53.74
Technology,Computer Software: Prepackaged Software,54.67
Technology,Computer Software: Prepackaged Software,56
Technology,Computer Software: Prepackaged Software,61.03
Technology,Computer Software: Prepackaged Software,64.25
Technology,Computer Software: Prepackaged Software,65.11
Technology,Computer Software: Prepackaged Software,65.44
Technology,Computer Software: Prepackaged Software,66.58
Technology,Computer Software: Prepackaged Software,68.02
Technology,Computer Software: Prepackaged Software,69.04
Technology,Computer Software: Prepackaged Software,69.38
Technology,Computer Software: Prepackaged Software,71.02
Technology,Computer Software: Prepackaged Software,71.42
Technology,Computer Software: Prepackaged Software,71.66
Technology,Computer Software: Prepackaged Software,72.75
Technology,Computer Software: Prepackaged Software,72.79
Technology,Computer Software: Prepackaged Software,74.22
Technology,Computer Software: Prepackaged Software,79.59
Technology,Computer Software: Prepackaged Software,81.97
Technology,Computer Software: Prepackaged Software,83.95
Technology,Computer Software: Prepackaged Software,85.36
Technology,Computer Software: Prepackaged Software,92.64
Technology,Computer Software: Prepackaged Software,93.2
Technology,Computer Software: Prepackaged Software,93.53
Technology,Computer Software: Prepackaged Software,100.35
Technology,Computer Software: Prepackaged Software,107.89
Technology,Computer Software: Prepackaged Software,110.59
Technology,Computer Software: Prepackaged Software,112.13
Technology,Computer Software: Prepackaged Software,113.73
Technology,Computer Software: Prepackaged Software,115.5
Technology,Computer Software: Prepackaged Software,130.6
Technology,Computer Software: Prepackaged Software,131.2
Technology,Computer Software: Prepackaged Software,152
Technology,Computer Software: Prepackaged Software,173.75
Technology,Computer Software: Prepackaged Software,222.31
Technology,Computer Software: Prepackaged Software,263.22
Technology,Computer Software: Prepackaged Software,304.11
Technology,Computer peripheral equipment,0.95
Technology,Computer peripheral equipment,1.61
Technology,Computer peripheral equipment,3.85
Technology,Computer peripheral equipment,5.99
Technology,Computer peripheral equipment,6.58
Technology,Computer peripheral equipment,7.57
Technology,Computer peripheral equipment,9.86
Technology,Computer peripheral equipment,10.8
Technology,Computer peripheral equipment,14.53
Technology,Computer peripheral equipment,17.37
Technology,Computer peripheral equipment,21.42
Technology,Computer peripheral equipment,22.05
Technology,Computer peripheral equipment,34.7
Technology,Computer peripheral equipment,42.56
Technology,Computer peripheral equipment,86.1
Technology,Computer Manufacturing,2.38
Technology,Computer Manufacturing,3.57
Technology,Computer Manufacturing,20.27
Technology,Computer Manufacturing,67.47
Technology,Computer Manufacturing,111.34
Technology,Computer Manufacturing,224.29
Technology,Computer Communications Equipment,1.03
Technology,Computer Communications Equipment,1.58
Technology,Computer Communications Equipment,2.34
Technology,Computer Communications Equipment,3.87
Technology,Computer Communications Equipment,5.5
Technology,Computer Communications Equipment,6.18
Technology,Computer Communications Equipment,12.82
Technology,Computer Communications Equipment,33.25
Technology,Computer Communications Equipment,40.49
Technology,Computer Communications Equipment,48.13
Technology,Computer Communications Equipment,182.66
Technology,Advertising,0.4193
Technology,Advertising,3.57
Technology,Advertising,3.76
Technology,Advertising,3.83
Technology,Advertising,23.1
Transportation,Trucking Freight/Courier Services,9.23
Transportation,Trucking Freight/Courier Services,18.21
Transportation,Trucking Freight/Courier Services,18.56
Transportation,Trucking Freight/Courier Services,20.12
Transportation,Trucking Freight/Courier Services,20.2
Transportation,Trucking Freight/Courier Services,27.53
Transportation,Trucking Freight/Courier Services,34.15
Transportation,Trucking Freight/Courier Services,36.21
Transportation,Trucking Freight/Courier Services,42.175
Transportation,Trucking Freight/Courier Services,62.56
Transportation,Trucking Freight/Courier Services,68.35
Transportation,Trucking Freight/Courier Services,114.19
Transportation,Trucking Freight/Courier Services,120.41
Transportation,Trucking Freight/Courier Services,151.87
Transportation,Transportation Services,9.35
Transportation,Transportation Services,9.6
Transportation,Transportation Services,59.77
Transportation,Railroads,74.55
Transportation,Oil Refining/Marketing,0.2201
Transportation,Oil Refining/Marketing,1.08
Transportation,Oil Refining/Marketing,7.85
Transportation,Oil Refining/Marketing,9.95
Transportation,Oil Refining/Marketing,10.1084
Transportation,Oil Refining/Marketing,11.35
Transportation,Oil Refining/Marketing,29.39
Transportation,Oil Refining/Marketing,43.63
Transportation,Oil Refining/Marketing,68.01
Transportation,Oil Refining/Marketing,72.69
Transportation,Oil Refining/Marketing,97.28
Transportation,Marine Transportation,0.097
Transportation,Marine Transportation,0.4596
Transportation,Marine Transportation,0.89
Transportation,Marine Transportation,0.9852
Transportation,Marine Transportation,1.15
Transportation,Marine Transportation,1.18
Transportation,Marine Transportation,1.22
Transportation,Marine Transportation,2.87
Transportation,Marine Transportation,3.44
Transportation,Marine Transportation,3.52
Transportation,Marine Transportation,5.66
Transportation,Marine Transportation,5.68
Transportation,Marine Transportation,6.52
Transportation,Marine Transportation,7.2
Transportation,Marine Transportation,14.45
Transportation,Marine Transportation,25.82
Transportation,Air Freight/Delivery Services,12.99
Transportation,Air Freight/Delivery Services,18.1
Transportation,Air Freight/Delivery Services,22.99
Transportation,Air Freight/Delivery Services,34.8435
Transportation,Air Freight/Delivery Services,36.44
Transportation,Air Freight/Delivery Services,36.51
Transportation,Air Freight/Delivery Services,44.39
Transportation,Air Freight/Delivery Services,53.12
Transportation,Air Freight/Delivery Services,82.57
Transportation,Air Freight/Delivery Services,84.14
Transportation,Air Freight/Delivery Services,120.12
Transportation,Aerospace,54.21
